id,syear,sex,alter,anz_pers,anz_kind,bildung,erwerb,branche,gesund_org,lebensz_org,einkommenj1,einkommenj2,einkommenm1,einkommenm2
2414,2017,[1] weiblich,29,5,3,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,[10] ganz und gar zufrieden,0,0,0,0
2414,2019,[1] weiblich,31,6,4,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,[10] ganz und gar zufrieden,0,0,0,0
7685,2015,[1] weiblich,42,3,1,10.5,[2] Teilzeitbeschäftigung,[58] Verlagswesen,[2] Gut,8,13223.842,0,1283.1721,0
12947,2015,[0] männlich,28,1,0,9,[5] Nicht erwerbstätig,,[2] Gut,6,9074.1055,0,0,0
28488,2015,[1] weiblich,22,5,1,9,"[4] Unregelmässig, geringfügig erwerbstät.",[81] Gebaeudebetreuung,[2] Gut,8,0,0,124.69061,0
28488,2016,[1] weiblich,23,5,1,9,[5] Nicht erwerbstätig,,[2] Gut,9,0,3380.1587,0,0
28488,2017,[1] weiblich,24,5,1,9,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
28488,2018,[1] weiblich,25,6,2,9,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
28488,2019,[1] weiblich,26,6,2,9,"[4] Unregelmässig, geringfügig erwerbstät.",[81] Gebaeudebetreuung,[2] Gut,9,3908.626,0,1,0
17197,2015,[1] weiblich,45,5,1,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[2] Gut,8,13896.652,0,924.70709,0
17197,2016,[1] weiblich,46,5,1,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[2] Gut,9,10099.69,0,1001.5881,0
17197,2017,[1] weiblich,47,5,1,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[2] Gut,8,11109.559,0,180.953,0
17197,2018,[1] weiblich,48,6,2,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[2] Gut,8,9633.2656,0,817.73773,0
17197,2019,[1] weiblich,49,6,2,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[3] Zufriedenstellend,9,11338.304,0,2753.6711,0
13935,2015,[0] männlich,46,2,0,,[5] Nicht erwerbstätig,,[2] Gut,8,16757.025,0,0,0
1373,2015,[0] männlich,54,2,0,9,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[3] Zufriedenstellend,8,23203.555,0,1814.2543,0
17136,2015,[0] männlich,70,2,0,,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,0,0,0,0
21723,2015,[0] männlich,35,2,0,9,"[4] Unregelmässig, geringfügig erwerbstät.",[56] Gastronomie,[3] Zufriedenstellend,8,0,0,677.74628,0
21723,2016,[0] männlich,36,2,0,9,"[4] Unregelmässig, geringfügig erwerbstät.",[56] Gastronomie,[3] Zufriedenstellend,8,2398.1582,0,530.18762,0
21723,2017,[0] männlich,37,2,0,9,[2] Teilzeitbeschäftigung,[56] Gastronomie,[2] Gut,8,7592.3472,0,824.44629,0
19098,2015,[1] weiblich,38,4,1,9,[5] Nicht erwerbstätig,,[2] Gut,8,21774.346,0,0,0
7075,2015,[0] männlich,31,4,2,9,[5] Nicht erwerbstätig,,[2] Gut,9,9336.2158,0,0,0
7075,2016,[0] männlich,32,4,2,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[2] Gut,9,8057.1387,0,1205.4645,0
7075,2018,[0] männlich,34,5,3,9,[2] Teilzeitbeschäftigung,,[2] Gut,9,14491.231,0,567.53992,0
7075,2019,[0] männlich,35,5,3,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[2] Gut,9,14014.137,0,1142.7693,0
4436,2015,[1] weiblich,48,4,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
10574,2015,[0] männlich,43,4,2,14.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,7,20196.754,0,2037.0121,0
10574,2016,[0] männlich,44,4,2,14.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,8,20209.891,0,2009.5488,0
13653,2015,[1] weiblich,25,5,1,9,[5] Nicht erwerbstätig,,[2] Gut,6,0,0,0,0
466,2015,[1] weiblich,31,2,0,10.5,[1] Voll erwerbstätig,[28] Maschinenbau,[1] Sehr gut,[10] ganz und gar zufrieden,16887.881,0,1158.1636,0
466,2016,[1] weiblich,32,2,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,6,24874.395,0,2022.3489,0
466,2017,[1] weiblich,33,3,1,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,19562.74,0,0,0
466,2018,[1] weiblich,34,3,1,10.5,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
466,2019,[1] weiblich,35,2,1,10.5,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
21923,2015,[1] weiblich,30,2,1,12,[5] Nicht erwerbstätig,,[2] Gut,8,9793.0234,0,0,0
21923,2016,[1] weiblich,31,2,1,12,[5] Nicht erwerbstätig,,[2] Gut,8,10200.827,0,0,0
21923,2017,[1] weiblich,32,2,1,12,[5] Nicht erwerbstätig,,[2] Gut,7,0,0,0,0
21923,2019,[1] weiblich,34,2,1,12,[5] Nicht erwerbstätig,,[2] Gut,5,0,0,0,0
13122,2015,[0] männlich,34,3,1,9,[5] Nicht erwerbstätig,,[2] Gut,9,30149.627,0,0,0
11739,2015,[1] weiblich,43,1,0,10.5,"[4] Unregelmässig, geringfügig erwerbstät.",[56] Gastronomie,[2] Gut,7,3871.8174,0,674.70825,0
21883,2015,[0] männlich,27,1,0,9,[1] Voll erwerbstätig,,[2] Gut,7,9869.1611,0,1056.9154,0
21883,2017,[0] männlich,29,1,0,9,[1] Voll erwerbstätig,[56] Gastronomie,[1] Sehr gut,7,16497.645,0,1048.4713,0
14643,2015,[0] männlich,36,2,0,10.5,[1] Voll erwerbstätig,"[93] Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung",[1] Sehr gut,8,34092.82,0,2475.6299,278.66589
14643,2017,[0] männlich,38,2,0,10.5,[1] Voll erwerbstätig,"[93] Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung",[1] Sehr gut,8,32565.613,3382.7473,2712.0579,0
6951,2015,[1] weiblich,37,4,2,9,"[3] Ausbildung, Lehre",[88] Sozialwesen (ohne Heime),[2] Gut,4,5589.9468,0,324.81174,0
25879,2016,[1] weiblich,24,3,0,9,"[4] Unregelmässig, geringfügig erwerbstät.",,[1] Sehr gut,9,3932.5508,0,46.302246,0
25879,2017,[1] weiblich,25,3,0,9,[2] Teilzeitbeschäftigung,[62] Erbringung von Dienstleistungen der Informationstechnologie,[1] Sehr gut,8,12541.917,0,553.20026,0
13649,2015,[1] weiblich,29,3,0,10,"[3] Ausbildung, Lehre",[86] Gesundheitswesen,[1] Sehr gut,8,11697.236,0,536.23749,0
13649,2017,[1] weiblich,31,2,0,10,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
6776,2015,[1] weiblich,33,4,2,9,[2] Teilzeitbeschäftigung,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,8,1918.8533,0,931.08594,0
6776,2016,[1] weiblich,34,4,2,9,[2] Teilzeitbeschäftigung,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[3] Zufriedenstellend,7,10715.877,0,1356.5768,0
6776,2017,[1] weiblich,35,4,2,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[3] Zufriedenstellend,8,8023.5552,0,1300.3628,0
6776,2018,[1] weiblich,36,3,2,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,5422.9922,0,0,0
10185,2015,[1] weiblich,41,3,0,9,[1] Voll erwerbstätig,[87] Heime (ohne Erholungs- und Ferienheime),[1] Sehr gut,7,19729.402,0,1195.7316,0
7623,2015,[1] weiblich,23,4,2,9,[5] Nicht erwerbstätig,,[1] Sehr gut,5,0,0,0,0
7623,2016,[1] weiblich,24,4,2,9,[5] Nicht erwerbstätig,,[2] Gut,6,0,0,0,0
7623,2017,[1] weiblich,25,4,2,9,[5] Nicht erwerbstätig,,[2] Gut,5,0,0,0,0
7623,2018,[1] weiblich,26,5,3,9,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
2235,2015,[0] männlich,29,2,0,12,[1] Voll erwerbstätig,[30] Sonstiger Fahrzeugbau,[1] Sehr gut,9,60578.051,0,4782.7852,0
2235,2016,[0] männlich,30,2,0,12,[1] Voll erwerbstätig,[30] Sonstiger Fahrzeugbau,[1] Sehr gut,9,81411.5,0,7032.606,0
12672,2015,[0] männlich,28,3,1,10.5,[1] Voll erwerbstätig,[52] Lagerei sowie Erbringung von sonstigen Dienstleistungen fuer den Verkehr,[3] Zufriedenstellend,[10] ganz und gar zufrieden,31723.756,0,2709.0837,0
12672,2016,[0] männlich,29,1,0,10.5,[1] Voll erwerbstätig,[52] Lagerei sowie Erbringung von sonstigen Dienstleistungen fuer den Verkehr,[1] Sehr gut,9,33599.559,0,2977.3386,0
27925,2015,[1] weiblich,40,5,1,12,[5] Nicht erwerbstätig,,[1] Sehr gut,[10] ganz und gar zufrieden,2097.1853,0,0,0
19689,2015,[1] weiblich,48,3,1,9,[1] Voll erwerbstätig,[87] Heime (ohne Erholungs- und Ferienheime),[2] Gut,7,18406.422,0,1561.9955,0
19689,2016,[1] weiblich,49,3,1,9,[1] Voll erwerbstätig,[87] Heime (ohne Erholungs- und Ferienheime),[2] Gut,8,24684.996,0,1939.4238,0
2064,2015,[0] männlich,50,3,1,10.5,[2] Teilzeitbeschäftigung,[49] Landverkehr und Transport in Rohrfernleitungen,[5] Schlecht,8,3491.3596,0,487.78851,0
2064,2016,[0] männlich,51,3,1,10.5,"[4] Unregelmässig, geringfügig erwerbstät.",[49] Landverkehr und Transport in Rohrfernleitungen,[5] Schlecht,8,1691.4939,0,603.70923,0
15930,2018,[0] männlich,18,5,2,,[5] Nicht erwerbstätig,,[1] Sehr gut,8,0,0,0,0
15673,2015,[0] männlich,39,3,1,12,[1] Voll erwerbstätig,[73] Werbung und Marktforschung,[1] Sehr gut,8,31909.561,0,2339.9583,0
15673,2016,[0] männlich,40,3,1,12,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[2] Gut,8,35724.871,0,4798.6782,0
15673,2017,[0] männlich,41,3,1,12,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[2] Gut,8,51649.746,0,4936.0625,0
15673,2018,[0] männlich,42,3,1,12,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[2] Gut,8,59705.543,0,4865.7939,0
6848,2015,[1] weiblich,43,3,1,12,"[4] Unregelmässig, geringfügig erwerbstät.",[86] Gesundheitswesen,[2] Gut,6,0,0,104.47324,0
6848,2016,[1] weiblich,44,3,1,12,"[4] Unregelmässig, geringfügig erwerbstät.",[86] Gesundheitswesen,[1] Sehr gut,8,2409.5908,0,277.24841,0
6848,2017,[1] weiblich,45,3,1,12,"[3] Ausbildung, Lehre","[69] Rechts- und Steuerberatung, Wirtschaftspruefung",[2] Gut,7,2928.2161,5361.8901,430.72379,0
6848,2018,[1] weiblich,46,3,1,12,"[3] Ausbildung, Lehre","[69] Rechts- und Steuerberatung, Wirtschaftspruefung",[2] Gut,7,11619.233,3290.0115,1201.3501,0
6848,2019,[1] weiblich,47,3,1,12,[2] Teilzeitbeschäftigung,[82] Erbringung von wirtschaftlichen Dienstleistungen fuer Unternehmen und Privatpersonen a. n. g.,[1] Sehr gut,8,12310.242,0,1526.5906,0
1755,2015,[0] männlich,35,3,1,9,[5] Nicht erwerbstätig,,[2] Gut,6,1449.9767,0,0,0
1755,2016,[0] männlich,36,3,1,9,"[4] Unregelmässig, geringfügig erwerbstät.",,[1] Sehr gut,5,2361.7058,0,435.71747,0
1755,2017,[0] männlich,37,3,1,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[2] Gut,8,7254.1934,0,385.71704,0
1755,2018,[0] männlich,38,3,1,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[1] Sehr gut,8,6046.4624,1399.7371,247.51437,0
1755,2019,[0] männlich,39,3,1,9,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[3] Zufriedenstellend,6,9571.4883,0,562.19556,0
27597,2015,[0] männlich,50,4,1,9,[5] Nicht erwerbstätig,,[4] Weniger gut,1,0,0,0,0
27597,2016,[0] männlich,51,3,1,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,6,0,0,0,0
27597,2017,[0] männlich,52,1,0,9,[5] Nicht erwerbstätig,,[4] Weniger gut,6,0,0,0,0
27597,2019,[0] männlich,54,1,0,9,"[4] Unregelmässig, geringfügig erwerbstät.",[56] Gastronomie,[3] Zufriedenstellend,6,5858.1396,0,492.1405,0
22574,2015,[0] männlich,24,2,0,9,[1] Voll erwerbstätig,[81] Gebaeudebetreuung,[2] Gut,6,10387.312,0,914.69983,0
22574,2016,[0] männlich,25,2,0,9,[1] Voll erwerbstätig,[81] Gebaeudebetreuung,[1] Sehr gut,7,23423.885,0,2157.7922,0
22574,2017,[0] männlich,26,2,0,9,[1] Voll erwerbstätig,[81] Gebaeudebetreuung,[2] Gut,9,24815.988,0,2164.9802,0
22574,2018,[0] männlich,27,2,0,9,[1] Voll erwerbstätig,[81] Gebaeudebetreuung,[1] Sehr gut,8,27124.316,0,1923.7926,0
22574,2019,[0] männlich,28,2,0,9,[1] Voll erwerbstätig,[81] Gebaeudebetreuung,[2] Gut,9,35412.094,0,2652.7371,0
9114,2015,[0] männlich,59,2,0,10.5,[1] Voll erwerbstätig,[10] Herstellung von Nahrungs- und Futtermitteln,[2] Gut,7,20320.461,0,1584.0059,0
9114,2016,[0] männlich,60,2,0,10.5,[1] Voll erwerbstätig,[10] Herstellung von Nahrungs- und Futtermitteln,[3] Zufriedenstellend,7,21729.992,0,1746.2625,0
9114,2017,[0] männlich,61,2,0,10.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[4] Weniger gut,7,25220.477,0,2345.5884,0
9114,2018,[0] männlich,62,2,0,10.5,[1] Voll erwerbstätig,[56] Gastronomie,[4] Weniger gut,7,47232.797,0,3847.1465,0
9114,2019,[0] männlich,63,2,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,24046.199,0,0,0
18563,2015,[1] weiblich,39,2,0,12,[5] Nicht erwerbstätig,,[2] Gut,4,0,0,0,0
18563,2016,[1] weiblich,40,2,0,12,[5] Nicht erwerbstätig,,[4] Weniger gut,7,0,0,0,0
18563,2017,[1] weiblich,41,2,0,12,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
18563,2018,[1] weiblich,42,2,0,12,[5] Nicht erwerbstätig,,[2] Gut,8,1,0,0,0
18563,2019,[1] weiblich,43,2,0,12,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
15242,2015,[0] männlich,39,2,0,13.5,[1] Voll erwerbstätig,[68] Grundstuecks- und Wohnungswesen,[2] Gut,7,0,0,2643.2668,0
18476,2015,[1] weiblich,24,3,0,9,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,[10] ganz und gar zufrieden,0,0,0,0
18476,2016,[1] weiblich,25,3,0,9,[1] Voll erwerbstätig,[96] Erbringung von sonstigen ueberwiegend persoenlichen Dienstleistungen,[4] Weniger gut,[10] ganz und gar zufrieden,8367.1885,0,1396.7965,0
22333,2015,[0] männlich,41,3,1,9,[5] Nicht erwerbstätig,,[2] Gut,5,17391.348,0,0,0
9908,2018,[1] weiblich,17,3,1,,"[4] Unregelmässig, geringfügig erwerbstät.",,[2] Gut,,0,0,189.46323,0
5367,2015,[1] weiblich,32,2,0,12,[1] Voll erwerbstätig,"[26] Herstellung von Datenverarbeitungsgeraeten, elektronischen und optischen Erzeugnissen",[2] Gut,8,71237.094,0,5479.7124,0
13398,2019,[0] männlich,62,2,0,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,8,23358.936,0,0,0
30761,2015,[0] männlich,20,3,0,13,[5] Nicht erwerbstätig,,[1] Sehr gut,[10] ganz und gar zufrieden,0,0,0,2310.0994
30761,2016,[0] männlich,21,1,0,13,[5] Nicht erwerbstätig,,[1] Sehr gut,[10] ganz und gar zufrieden,4351.7725,0,0,0
30761,2017,[0] männlich,22,1,0,13,[5] Nicht erwerbstätig,,[1] Sehr gut,9,0,0,0,0
30761,2018,[0] männlich,23,1,0,13,[5] Nicht erwerbstätig,,[1] Sehr gut,[10] ganz und gar zufrieden,0,0,0,0
5053,2015,[0] männlich,33,3,1,12,[1] Voll erwerbstätig,"[26] Herstellung von Datenverarbeitungsgeraeten, elektronischen und optischen Erzeugnissen",[2] Gut,8,23313.816,0,4209.3818,0
5053,2016,[0] männlich,34,4,2,12,[1] Voll erwerbstätig,"[26] Herstellung von Datenverarbeitungsgeraeten, elektronischen und optischen Erzeugnissen",[2] Gut,8,60503.773,0,7040.6733,0
5053,2017,[0] männlich,35,4,2,12,[1] Voll erwerbstätig,"[26] Herstellung von Datenverarbeitungsgeraeten, elektronischen und optischen Erzeugnissen",[2] Gut,6,56794.859,0,4502.9512,0
5053,2018,[0] männlich,36,4,2,12,[1] Voll erwerbstätig,"[26] Herstellung von Datenverarbeitungsgeraeten, elektronischen und optischen Erzeugnissen",[2] Gut,7,59806.414,0,4801.1504,0
28191,2015,[0] männlich,28,2,0,10.5,[1] Voll erwerbstätig,[22] Herstellung von Gummi- und Kunststoffwaren,[2] Gut,7,22434.094,0,1752.2238,0
28191,2016,[0] männlich,29,2,0,10.5,[1] Voll erwerbstätig,[49] Landverkehr und Transport in Rohrfernleitungen,[2] Gut,9,20120.473,0,1916.3066,0
28191,2018,[0] männlich,31,2,0,10.5,[1] Voll erwerbstätig,,[1] Sehr gut,8,34298.121,0,2366.8401,0
28191,2019,[0] männlich,32,2,0,10.5,[1] Voll erwerbstätig,[27] Herstellung von elektrischen Ausruestungen,[1] Sehr gut,8,27134.867,0,3202.998,0
22302,2015,[0] männlich,31,4,2,12,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[1] Sehr gut,[10] ganz und gar zufrieden,48911.707,0,5424.1104,0
22302,2016,[0] männlich,32,4,2,12,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[2] Gut,[10] ganz und gar zufrieden,62674.535,0,4841.7529,0
22302,2017,[0] männlich,33,1,0,12,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[1] Sehr gut,9,63517.074,0,5878.1509,0
22302,2019,[0] männlich,35,1,0,12,[2] Teilzeitbeschäftigung,[27] Herstellung von elektrischen Ausruestungen,[1] Sehr gut,[10] ganz und gar zufrieden,17010.412,0,3369.3623,0
11030,2015,[1] weiblich,31,4,2,12,[5] Nicht erwerbstätig,,[2] Gut,[10] ganz und gar zufrieden,0,0,0,0
11030,2016,[1] weiblich,32,4,2,12,[5] Nicht erwerbstätig,,[2] Gut,[10] ganz und gar zufrieden,0,0,0,0
4202,2015,[1] weiblich,28,3,1,10.5,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[1] Sehr gut,9,13356.672,0,820.51099,0
4202,2016,[1] weiblich,29,3,1,10.5,[2] Teilzeitbeschäftigung,[81] Gebaeudebetreuung,[1] Sehr gut,9,9132.7881,0,451.71399,0
29611,2016,[1] weiblich,26,3,1,7,[5] Nicht erwerbstätig,,[4] Weniger gut,5,0,0,0,0
29611,2017,[1] weiblich,27,3,1,7,[5] Nicht erwerbstätig,,[4] Weniger gut,4,0,0,0,0
27617,2015,[0] männlich,32,2,0,10.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,4,22082.473,4490.8335,1997.2194,334.21414
27617,2016,[0] männlich,33,3,1,10.5,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,7,23025.975,3574.0789,1949.0929,314.41751
7506,2015,[0] männlich,39,3,1,12,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,9,0,0,0,0
12182,2015,[1] weiblich,26,3,1,9,"[3] Ausbildung, Lehre","[23] Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden",[1] Sehr gut,9,18463.547,0,1223.7953,0
24192,2015,[0] männlich,43,5,3,9,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,7,29353.402,0,2697.8494,0
24192,2016,[0] männlich,44,5,3,9,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,7,24500.039,0,1662.0422,0
12586,2015,[1] weiblich,26,1,0,10.5,[1] Voll erwerbstätig,[86] Gesundheitswesen,[1] Sehr gut,[10] ganz und gar zufrieden,29853.197,0,2718.5015,0
24240,2016,[0] männlich,35,3,1,9,[1] Voll erwerbstätig,,[2] Gut,9,35825.367,0,3024.2854,0
24240,2017,[0] männlich,36,3,1,9,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,8,27820.648,0,2404.0603,0
24240,2018,[0] männlich,37,3,1,9,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,7,35857.023,0,3044.8601,0
24240,2019,[0] männlich,38,4,2,9,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,8,35281.801,0,3264.1089,0
5360,2015,[0] männlich,43,2,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,7,20604.217,0,2276.0466,0
5360,2016,[0] männlich,44,2,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,8,26296.914,0,1979.9347,0
5360,2017,[0] männlich,45,2,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,7,22804.455,0,1602.7471,0
5360,2018,[0] männlich,46,2,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,5,28907.707,0,2464.5608,0
5360,2019,[0] männlich,47,2,0,10.5,[1] Voll erwerbstätig,[25] Herstellung von Metallerzeugnissen,[2] Gut,6,33915.672,0,2307.6987,0
4982,2015,[0] männlich,23,1,0,9,[1] Voll erwerbstätig,"[16] Herstellung von Holz-, Flecht-, Korb- und Korkwaren (ohne Moebel)",[1] Sehr gut,5,25871.928,0,2065.6436,0
11768,2015,[1] weiblich,31,3,1,10.5,[5] Nicht erwerbstätig,,[1] Sehr gut,9,32816.73,0,0,0
11768,2016,[1] weiblich,32,3,1,10.5,[5] Nicht erwerbstätig,,[2] Gut,7,6663.3623,0,0,0
11768,2017,[1] weiblich,33,3,1,10.5,[5] Nicht erwerbstätig,,[2] Gut,8,0,0,0,0
11768,2019,[1] weiblich,35,3,1,10.5,[2] Teilzeitbeschäftigung,[55] Beherbergung,[2] Gut,9,0,1361.5139,825.74445,0
17847,2015,[0] männlich,49,1,0,10.5,[5] Nicht erwerbstätig,,[3] Zufriedenstellend,5,0,0,0,0
17847,2016,[0] männlich,50,1,0,10.5,[5] Nicht erwerbstätig,,[4] Weniger gut,3,0,0,0,0
17847,2017,[0] männlich,51,1,0,10.5,[1] Voll erwerbstätig,[49] Landverkehr und Transport in Rohrfernleitungen,[5] Schlecht,5,10226.385,0,1831.2383,0
17847,2018,[0] männlich,52,1,0,10.5,[5] Nicht erwerbstätig,,[5] Schlecht,2,25964.457,0,0,0
26490,2015,[1] weiblich,30,3,1,12,[5] Nicht erwerbstätig,,[4] Weniger gut,7,7756.5615,0,0,0
26490,2016,[1] weiblich,31,3,1,12,[5] Nicht erwerbstätig,,[4] Weniger gut,7,3998.918,0,0,0
26490,2017,[1] weiblich,32,4,2,12,[5] Nicht erwerbstätig,,[4] Weniger gut,6,149.32861,0,0,0
26490,2018,[1] weiblich,33,4,2,12,[5] Nicht erwerbstätig,,[4] Weniger gut,6,0,0,0,0
26490,2019,[1] weiblich,34,4,2,12,[2] Teilzeitbeschäftigung,[86] Gesundheitswesen,[4] Weniger gut,4,0,0,1330.9482,0
20143,2015,[1] weiblich,43,4,2,16,[2] Teilzeitbeschäftigung,[20] Herstellung von chemischen Erzeugnissen,[3] Zufriedenstellend,8,43418.039,0,3758.5872,0
20143,2016,[1] weiblich,44,4,2,16,[2] Teilzeitbeschäftigung,[20] Herstellung von chemischen Erzeugnissen,[3] Zufriedenstellend,7,50053.617,0,3752.8564,0
22662,2016,[0] männlich,17,5,3,9,"[3] Ausbildung, Lehre",,[1] Sehr gut,,0,0,721.64154,0
4721,2015,[0] männlich,30,3,1,9,[1] Voll erwerbstätig,[56] Gastronomie,[2] Gut,8,26124.781,0,2313.5852,0
4721,2016,[0] männlich,31,3,1,9,[1] Voll erwerbstätig,[87] Heime (ohne Erholungs- und Ferienheime),[2] Gut,9,29307.609,0,2749.6899,0
15801,2015,[0] männlich,40,2,0,12,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[3] Zufriedenstellend,7,38891.082,0,2972.4951,0
15240,2017,[0] männlich,50,3,0,9,[5] Nicht erwerbstätig,,[5] Schlecht,6,0,0,0,0
11870,2015,[1] weiblich,30,3,2,7,[5] Nicht erwerbstätig,,[2] Gut,5,701.21143,0,0,0
15996,2015,[0] männlich,41,1,0,9,[5] Nicht erwerbstätig,,[1] Sehr gut,8,48231.156,0,0,0
15996,2016,[0] männlich,42,1,0,9,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[1] Sehr gut,7,31857.498,0,6088.3032,0
15996,2017,[0] männlich,43,1,0,9,[1] Voll erwerbstätig,[62] Erbringung von Dienstleistungen der Informationstechnologie,[1] Sehr gut,8,45934.391,0,4791.3301,0
6015,2015,[1] weiblich,39,2,0,18,[5] Nicht erwerbstätig,,[1] Sehr gut,8,61277.781,0,0,0
21789,2015,[0] männlich,32,3,1,12,[1] Voll erwerbstätig,[29] Herstellung von Kraftwagen und Kraftwagenteilen,[1] Sehr gut,9,43355.133,0,3584.8906,0
6575,2015,[1] weiblich,32,1,0,12,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[1] Sehr gut,9,39523.801,0,2781.3911,0
6575,2016,[1] weiblich,33,1,0,12,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[1] Sehr gut,8,44717.211,0,3772.9192,0
6575,2017,[1] weiblich,34,1,0,12,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[1] Sehr gut,8,35478.109,0,3814.4128,0
6575,2018,[1] weiblich,35,1,0,12,[1] Voll erwerbstätig,[47] Einzelhandel (ohne Handel mit Kraftfahrzeugen),[2] Gut,7,45085.055,0,3962.5796,0
6575,2019,[1] weiblich,36,1,0,12,[1] Voll erwerbstätig,[10] Herstellung von Nahrungs- und Futtermitteln,[1] Sehr gut,8,46277.766,0,4117.1089,0
18760,2015,[1] weiblich,38,3,1,12,[5] Nicht erwerbstätig,,[2] Gut,9,7413.8105,0,0,0
18760,2016,[1] weiblich,39,3,1,12,[5] Nicht erwerbstätig,,[1] Sehr gut,8,2474.415,0,0,0
21547,2015,[1] weiblich,32,3,1,12,[1] Voll erwerbstätig,[13] Herstellung von Textilien,[2] Gut,8,32763.828,0,4041.2959,0
21829,2015,[1] weiblich,17,3,1,,[5] Nicht erwerbstätig,,[1] Sehr gut,,0,0,0,0
