id,year,firstyear_spell,event,event2,deceased,time,lastyear_spell,listing,uri,rank,worth,country,selfmade,sector,age,age_imputed,worth_def,female,gensource,first_2010,continent
3448,2021,2021,0,0,0,2,2022,2,surin-upatkoon,2674,1000,Thailand,1,6. Diversified / Other,72,NA,880,0,Self-made male,0,Asia
3449,2019,2019,1,1,0,1,2019,1,surjit-kumar-gupta,1717,1300,India,0,5. Tradable,77,NA,1092,0,Inherited male,0,Asia
3449,2021,2021,1,1,0,3,2023,2,surjit-kumar-gupta,1664,1900,India,0,5. Tradable,79,NA,1672,0,Inherited male,0,Asia
3450,2016,2016,1,1,0,8,2023,1,susan-alfond,1577,1100,United States,0,3. Nontradable,71,NA,869,1,Inherited female,0,North America
3451,2022,2022,1,1,0,2,2023,1,susan-carol-holland,778,3800,Italy,0,5. Tradable,66,NA,3610,1,Inherited female,0,Europe
3452,2013,2013,0,1,1,3,2015,1,susan-hirt-hagen,931,1600,United States,0,4. Financial,78,NA,1232,1,Inherited female,0,North America
3453,2010,2010,1,1,0,14,2023,1,susanne-klatten,51,11100,Germany,0,5. Tradable,48,NA,7992,1,Inherited female,1,Europe
3454,2016,2016,1,1,0,1,2016,1,susanne-veltins,1577,1100,Germany,0,5. Tradable,56,NA,869,1,Inherited female,0,Europe
3455,2016,2016,1,1,0,4,2019,1,susanne-zimmermann-von-siefart,1367,1300,Germany,0,5. Tradable,59,NA,1027,1,Inherited female,0,Europe
3456,2021,2021,0,0,0,2,2022,1,susanto-suwarto,2524,1100,Indonesia,1,3. Nontradable,65,NA,968,0,Self-made male,0,Asia
3457,2020,2020,1,1,0,2,2021,1,sushilkumar-parekh,1730,1200,India,0,5. Tradable,87,NA,1032,0,Inherited male,0,Asia
3458,2018,2018,1,1,0,1,2018,1,susumu-fujita,2124,1000,Japan,1,3. Nontradable,45,NA,830,0,Self-made male,0,Asia
3458,2021,2021,0,0,0,2,2022,2,susumu-fujita,1931,1600,Japan,1,3. Nontradable,48,NA,1408,0,Self-made male,0,Asia
3459,2010,2010,1,1,0,4,2013,1,suzan-sabanci-dincer,937,1000,Turkey,0,6. Diversified / Other,45,NA,720,1,Inherited female,1,Asia
3459,2015,2015,1,1,0,1,2015,2,suzan-sabanci-dincer,1741,1000,Turkey,0,6. Diversified / Other,50,NA,780,1,Inherited female,0,Asia
3460,2017,2017,1,1,0,3,2019,1,svein-stole,782,2600,Norway,1,4. Financial,54,NA,2106,0,Self-made male,0,Europe
3461,2022,2022,1,1,0,2,2023,1,sven-hagstromer,2324,1200,Sweden,1,4. Financial,79,NA,1140,0,Self-made male,0,Europe
3462,2016,2016,1,1,0,8,2023,1,swift-xie,1577,1100,China,1,2. New Sector,36,NA,869,0,Self-made male,0,Asia
3463,2016,2016,1,1,0,8,2023,1,sybill-storz,1011,1800,Germany,0,2. New Sector,79,NA,1422,1,Inherited female,0,Europe
3464,2010,2010,1,1,0,10,2019,1,syed-mokhtar-albukhary,655,1500,Malaysia,1,5. Tradable,59,NA,1080,0,Self-made male,1,Asia
3464,2021,2021,1,1,0,3,2023,2,syed-mokhtar-albukhary,2378,1200,Malaysia,1,5. Tradable,70,NA,1056,0,Self-made male,0,Asia
3465,2010,2010,1,1,0,14,2023,1,sylvia-stroeher,556,1800,Germany,0,3. Nontradable,55,NA,1296,1,Inherited female,1,Europe
3466,2023,2023,1,1,0,1,2023,1,sytse-sid-sijbrandij,2259,1200,Netherlands,1,2. New Sector,44,NA,1200,0,Self-made male,0,Europe
3467,2011,2011,1,1,0,13,2023,1,sze-man-bok,736,1700,China,1,5. Tradable,61,NA,1258,0,Self-made male,0,Asia
3468,2010,2010,1,1,0,4,2013,1,t-boone-pickens,880,1100,United States,1,1. Resource-related,82,NA,792,0,Self-made male,1,North America
3469,2016,2016,1,1,0,8,2023,1,t-denny-sanford,1275,1400,United States,1,4. Financial,81,NA,1106,0,Self-made male,0,North America
3470,2022,2022,1,1,0,2,2023,1,tadako-nakatani,1929,1500,Japan,0,2. New Sector,63.16475645,63.16475645,1425,1,Inherited female,0,Asia
3471,2010,2010,1,1,0,14,2023,1,tadashi-yanai,89,7600,Japan,1,3. Nontradable,61,NA,5472,0,Self-made male,1,Asia
3472,2010,2010,1,1,0,14,2023,1,taha-mikati,374,2500,Lebanon,1,2. New Sector,65,NA,1800,0,Self-made male,1,Africa
3473,2012,2012,1,1,0,12,2023,1,tahir,960,1300,Indonesia,1,6. Diversified / Other,60,NA,988,0,Self-made male,0,Asia
3474,2021,2021,1,1,0,1,2021,1,taichiro-motoe,2378,1200,Japan,1,2. New Sector,46,NA,1056,0,Self-made male,0,Asia
3475,2014,2014,1,1,0,1,2014,1,taizo-son,828,2100,Japan,1,2. New Sector,42,NA,1638,0,Self-made male,0,Asia
3476,2019,2019,1,1,0,5,2023,1,takahisa-takahara,365,4900,Japan,0,3. Nontradable,58,NA,4116,0,Inherited male,0,Asia
3477,2021,2021,1,1,0,1,2021,1,takanori-nakamura,2524,1100,Japan,1,2. New Sector,48,NA,968,0,Self-made male,0,Asia
3478,2021,2021,1,1,0,1,2021,1,takao-kobayashi,2378,1200,Japan,0,3. Nontradable,56,NA,1056,0,Inherited male,0,Asia
3479,2011,2011,1,1,0,1,2011,1,takao-yasuda,1140,1000,Japan,1,3. Nontradable,62,NA,740,0,Self-made male,0,Asia
3479,2013,2013,1,1,0,11,2023,2,takao-yasuda,1342,1000,Japan,1,3. Nontradable,64,NA,770,0,Self-made male,0,Asia
3480,2010,2010,1,1,0,14,2023,1,takemitsu-takizaki,307,3100,Japan,1,5. Tradable,65,NA,2232,0,Self-made male,1,Asia
3481,2011,2011,1,1,0,13,2023,1,tamara-gustavson,1057,1100,United States,0,3. Nontradable,50,NA,814,1,Inherited female,0,North America
3482,2010,2010,0,1,1,1,2010,1,tamir-sapir,721,1400,United States,1,4. Financial,63,NA,1008,0,Self-made male,1,North America
3483,2021,2021,1,1,0,1,2021,1,tan-eng-kee,2524,1100,Malaysia,1,5. Tradable,51,NA,968,0,Self-made male,0,Asia
3484,2021,2021,1,1,0,3,2023,1,tan-lili,1664,1900,China,1,5. Tradable,60.9212963,60.9212963,1672,1,Self-made female,0,Asia
3485,2021,2021,1,1,0,1,2021,1,tan-yu-wei,2524,1100,Malaysia,0,3. Nontradable,48,NA,968,0,Inherited male,0,Asia
3486,2021,2021,1,1,0,3,2023,1,tan-yu-yeh,1750,1800,Malaysia,1,3. Nontradable,50,NA,1584,0,Self-made male,0,Asia
3487,2023,2023,1,1,0,1,2023,1,tang-aoqi,2405,1100,China,1,5. Tradable,78,NA,1100,0,Self-made male,0,Asia
3488,2022,2022,1,1,0,2,2023,1,tang-binsen,1929,1500,China,1,5. Tradable,40,NA,1425,0,Self-made male,0,Asia
3489,2015,2015,0,1,1,4,2018,1,tang-hsiang-chien,1533,1200,Hong Kong,1,5. Tradable,92,NA,936,0,Self-made male,0,Asia
3490,2017,2017,1,1,0,2,2018,1,tang-jianfang,1678,1200,China,1,5. Tradable,60.9212963,60.9212963,972,1,Self-made female,0,Asia
3490,2021,2021,1,1,0,1,2021,2,tang-jianfang,1931,1600,China,1,5. Tradable,60.9212963,60.9212963,1408,1,Self-made female,0,Asia
3491,2020,2020,1,1,0,4,2023,1,tang-jinkui,1851,1100,China,1,5. Tradable,65,NA,946,0,Self-made male,0,Asia
3492,2023,2023,1,1,0,1,2023,1,tang-rui,1905,1500,China,1,2. New Sector,63.73740777,63.73740777,1500,0,Self-made male,0,Asia
3493,2017,2017,0,1,1,5,2021,1,tang-shing-bor,1940,1000,Hong Kong,1,4. Financial,83,NA,810,0,Self-made male,0,Asia
3494,2022,2022,1,1,0,2,2023,1,tang-xiaoou,460,5700,Hong Kong,1,2. New Sector,54,NA,5415,0,Self-made male,0,Asia
3495,2019,2019,1,1,0,2,2020,1,tang-yan,1605,1400,China,1,2. New Sector,40,NA,1176,0,Self-made male,0,Asia
3496,2010,2010,1,1,0,14,2023,1,tang-yiu,488,2000,Hong Kong,1,3. Nontradable,76,NA,1440,0,Self-made male,1,Asia
3497,2021,2021,1,1,0,1,2021,1,tang-zhuang-4,2263,1300,United States,1,2. New Sector,48,NA,1144,0,Self-made male,0,North America
3498,2023,2023,1,1,0,1,2023,1,tanya-saade-zeenny,184,9800,France,0,3. Nontradable,55,NA,9800,1,Inherited female,0,Europe
3499,2018,2018,1,1,0,1,2018,1,tarang-jain,2124,1000,India,0,5. Tradable,56,NA,830,0,Inherited male,0,Asia
3500,2015,2015,1,1,0,5,2019,1,tatiana-casiraghi,847,2200,Monaco,0,5. Tradable,32,NA,1716,1,Inherited female,0,Europe
3501,2019,2019,1,1,0,5,2023,1,tatyana-bakalchuk,2057,1000,Russia,1,3. Nontradable,44,NA,840,1,Self-made female,0,Asia
3502,2016,2016,1,1,0,8,2023,1,ted-alfond,1577,1100,United States,0,3. Nontradable,72,NA,869,0,Inherited male,0,North America
3503,2010,2010,0,1,1,2,2011,1,ted-forstmann,880,1100,United States,1,4. Financial,70,NA,792,0,Self-made male,1,North America
3504,2010,2010,0,0,1,13,2022,1,ted-lerner,316,3000,United States,1,4. Financial,85,NA,2160,0,Self-made male,1,North America
3505,2010,2010,1,1,0,14,2023,1,ted-turner,556,1800,United States,0,3. Nontradable,72,NA,1296,0,Inherited male,1,North America
3506,2011,2011,1,1,0,13,2023,1,teddy-sagi,993,1200,Israel,1,3. Nontradable,40,NA,888,0,Self-made male,0,Asia
3507,2010,2010,1,1,0,1,2010,1,teel,937,1000,United States,0,3. Nontradable,79,NA,720,1,Inherited female,1,North America
3507,2014,2014,1,1,0,2,2015,2,teel,1092,1600,United States,0,3. Nontradable,83,NA,1248,1,Inherited female,0,North America
3508,2010,2010,0,0,1,13,2022,1,teh-hong-piow,277,3400,Malaysia,1,4. Financial,80,NA,2448,0,Self-made male,1,Asia
3509,2022,2022,1,1,0,2,2023,1,tench-coxe,1645,1800,United States,1,4. Financial,64,NA,1710,0,Self-made male,0,North America
3510,2017,2017,1,1,0,7,2023,1,tengyun-nie,603,3200,China,1,3. Nontradable,41,NA,2592,0,Self-made male,0,Asia
3511,2017,2017,1,1,0,7,2023,1,terence-terry-matthews,1678,1200,Canada,1,2. New Sector,74,NA,972,0,Self-made male,0,North America
3512,2013,2013,1,1,0,1,2013,1,teresa-matilde-solari-falabella,395,3400,Chile,0,3. Nontradable,63.16475645,63.16475645,2618,1,Inherited female,0,South America
3513,2019,2019,1,1,0,5,2023,1,teresita-sy-coson,1057,2200,Philippines,0,6. Diversified / Other,69,NA,1848,1,Inherited female,0,Asia
3514,2011,2011,1,1,0,13,2023,1,terrence-pegula,376,3000,United States,1,1. Resource-related,60,NA,2220,0,Self-made male,0,North America
3515,2010,2010,1,1,0,14,2023,1,terry-gou,136,5500,Taiwan,1,2. New Sector,60,NA,3960,0,Self-made male,1,Asia
3516,2017,2017,1,1,0,7,2023,1,terry-snow,1940,1000,Australia,1,4. Financial,74,NA,810,0,Self-made male,0,Oceania
3517,2010,2010,0,1,1,3,2012,1,tetsuro-funai,828,1200,Japan,1,5. Tradable,83,NA,864,0,Self-made male,1,Asia
3518,2017,2017,1,1,0,7,2023,1,thai-lee,1290,1600,United States,1,2. New Sector,59,NA,1296,1,Self-made female,0,North America
3519,2013,2013,1,1,0,11,2023,1,thaksin-shinawatra,882,1700,Thailand,1,4. Financial,64,NA,1309,0,Self-made male,0,Asia
3520,2010,2010,0,1,1,1,2010,1,theo-albrecht,31,16700,Germany,1,5. Tradable,88,NA,12024,0,Self-made male,1,Europe
3521,2011,2011,1,1,0,13,2023,1,theo-albrecht-jr,48,14400,Germany,0,3. Nontradable,60,NA,10656,0,Inherited male,0,Europe
3522,2013,2013,1,1,0,11,2023,1,theo-mueller,527,2700,Germany,0,5. Tradable,73,NA,2079,0,Inherited male,0,Europe
3523,2018,2018,1,1,0,6,2023,1,theodore-leonsis,2124,1000,United States,1,3. Nontradable,62,NA,830,0,Self-made male,0,North America
3524,2011,2011,1,1,0,13,2023,1,theodore-rachmat,938,1300,Indonesia,0,6. Diversified / Other,68,NA,962,0,Inherited male,0,Asia
3525,2017,2017,1,1,0,7,2023,1,thi-phuong-thao-nguyen,1678,1200,Vietnam,1,6. Diversified / Other,47,NA,972,1,Self-made female,0,Asia
3526,2021,2021,0,0,0,2,2022,1,thierry-cruanes,1664,1900,United States,1,2. New Sector,54,NA,1672,0,Self-made male,0,North America
3527,2019,2019,1,1,0,5,2023,1,thierry-dassault,272,6000,France,0,6. Diversified / Other,62,NA,5040,0,Inherited male,0,Europe
3528,2010,2010,1,1,0,14,2023,1,thomas-bailey,937,1000,United States,1,4. Financial,73,NA,720,0,Self-made male,1,North America
3529,2010,2010,1,1,0,4,2013,1,thomas-barrack,880,1100,United States,1,4. Financial,63,NA,792,0,Self-made male,1,North America
3530,2010,2010,1,1,0,14,2023,1,thomas-bruch,536,1900,Germany,0,3. Nontradable,60,NA,1368,0,Inherited male,1,Europe
3531,2019,2019,1,1,0,5,2023,1,thomas-duff,1818,1200,United States,1,6. Diversified / Other,63,NA,1008,0,Self-made male,0,North America
3532,2018,2018,1,1,0,1,2018,1,thomas-flohr,1070,2300,Switzerland,1,3. Nontradable,48,NA,1909,0,Self-made male,0,Europe
3533,2010,2010,1,1,0,4,2013,1,thomas-friedkin,721,1400,United States,1,5. Tradable,75,NA,1008,0,Self-made male,1,North America
3534,2010,2010,1,1,0,14,2023,1,thomas-frist-jr,316,3000,United States,1,2. New Sector,72,NA,2160,0,Self-made male,1,North America
3535,2017,2017,1,1,0,7,2023,1,thomas-hagen,1098,1900,United States,0,4. Financial,81,NA,1539,0,Inherited male,0,North America
3536,2017,2017,1,1,0,7,2023,1,thomas-james,1795,1100,United States,0,4. Financial,75,NA,891,0,Inherited male,0,North America
3537,2011,2011,1,1,0,7,2017,1,thomas-kaplan,736,1700,United States,1,4. Financial,49,NA,1258,0,Self-made male,0,North America
3538,2018,2018,1,1,0,6,2023,1,thomas-kirk-kristiansen,351,5400,Denmark,0,5. Tradable,39,NA,4482,0,Inherited male,0,Europe
3539,2010,2010,1,1,0,14,2023,1,thomas-kwok,28,17000,Hong Kong,0,4. Financial,59,NA,12240,0,Inherited male,1,Asia
3540,2015,2015,1,1,0,6,2020,1,thomas-lau,1324,1400,Hong Kong,0,3. Nontradable,61,NA,1092,0,Inherited male,0,Asia
3541,2010,2010,0,0,1,13,2022,1,thomas-lee,828,1200,United States,1,4. Financial,66,NA,864,0,Self-made male,1,North America
3542,2014,2014,1,1,0,6,2019,1,thomas-meyer,988,1800,Switzerland,1,3. Nontradable,55,NA,1404,0,Self-made male,0,Europe
3543,2010,2010,1,1,0,14,2023,1,thomas-peterffy,721,1400,United States,1,4. Financial,66,NA,1008,0,Self-made male,1,North America
3544,2017,2017,1,1,0,1,2017,1,thomas-prinzhorn,1567,1300,Austria,0,5. Tradable,74,NA,1053,0,Inherited male,0,Europe
3545,2010,2010,1,1,0,14,2023,1,thomas-pritzker,616,1600,United States,0,4. Financial,60,NA,1152,0,Inherited male,1,North America
3546,2010,2010,1,1,0,14,2023,1,thomas-sandell,880,1100,Sweden,1,4. Financial,49,NA,792,0,Self-made male,1,Europe
3547,2010,2010,1,1,0,14,2023,1,thomas-schmidheiny,197,4300,Switzerland,0,5. Tradable,65,NA,3096,0,Inherited male,1,Europe
3548,2010,2010,1,1,0,14,2023,1,thomas-secunda,828,1200,United States,1,3. Nontradable,56,NA,864,0,Self-made male,1,North America
3549,2010,2010,1,1,0,14,2023,1,thomas-siebel,582,1700,United States,1,2. New Sector,58,NA,1224,0,Self-made male,1,North America
3550,2012,2012,1,1,0,12,2023,1,thomas-steyer,960,1300,United States,1,4. Financial,55,NA,988,0,Self-made male,0,North America
3551,2010,2010,1,1,0,3,2012,1,thomas-straumann,721,1400,Switzerland,0,2. New Sector,47,NA,1008,0,Inherited male,1,Europe
3551,2014,2014,1,1,0,10,2023,2,thomas-straumann,1465,1100,Switzerland,0,2. New Sector,51,NA,858,0,Inherited male,0,Europe
3552,2010,2010,1,1,0,14,2023,1,thomas-struengmann,237,3800,Germany,1,2. New Sector,60,NA,2736,0,Self-made male,1,Europe
3553,2016,2016,1,1,0,8,2023,1,thomas-tull,1577,1100,United States,1,3. Nontradable,46,NA,869,0,Self-made male,0,North America
3554,2021,2021,1,1,0,3,2023,1,thomas-von-koch,2378,1200,Sweden,1,4. Financial,55,NA,1056,0,Self-made male,0,Europe
3555,2015,2015,1,1,0,1,2015,1,thomas-wu,1741,1000,Taiwan,0,4. Financial,65,NA,780,0,Inherited male,0,Asia
3555,2017,2017,1,1,0,7,2023,2,thomas-wu,1795,1100,Taiwan,0,4. Financial,67,NA,891,0,Inherited male,0,Asia
3556,2013,2013,1,1,0,7,2019,1,thongma-vijitpongpun,736,2000,Thailand,1,4. Financial,56,NA,1540,0,Self-made male,0,Asia
3556,2021,2021,1,1,0,3,2023,2,thongma-vijitpongpun,2378,1200,Thailand,1,4. Financial,64,NA,1056,0,Self-made male,0,Asia
3557,2015,2015,1,1,0,9,2023,1,thor-bjorgolfsson,1415,1300,Iceland,1,6. Diversified / Other,48,NA,1014,0,Self-made male,0,Europe
3558,2014,2014,1,1,0,10,2023,1,tian-ming,1372,1200,China,1,2. New Sector,61,NA,936,0,Self-made male,0,Asia
3559,2019,2019,1,1,0,5,2023,1,tianjiang-jia,1425,1600,China,1,1. Resource-related,57,NA,1344,0,Self-made male,0,Asia
3560,2010,2010,1,1,0,6,2015,1,tianqiao-chen,828,1200,China,1,2. New Sector,37,NA,864,0,Self-made male,1,Asia
3560,2018,2018,1,1,0,2,2019,2,tianqiao-chen,1650,1400,China,1,2. New Sector,45,NA,1162,0,Self-made male,0,Asia
3560,2021,2021,1,1,0,3,2023,3,tianqiao-chen,2378,1200,China,1,2. New Sector,48,NA,1056,0,Self-made male,0,Asia
3561,2023,2023,1,1,0,1,2023,1,tiger-woods,2405,1100,United States,1,3. Nontradable,48,NA,1100,0,Self-made male,0,North America
3562,2012,2012,1,1,0,12,2023,1,tilman-fertitta,854,1500,United States,1,5. Tradable,55,NA,1140,0,Self-made male,0,North America
3563,2021,2021,1,1,0,3,2023,1,tim-cook,2263,1300,United States,1,2. New Sector,61,NA,1144,0,Self-made male,0,North America
3564,2021,2021,0,0,0,2,2022,1,tim-draper,2035,1500,United States,0,4. Financial,63,NA,1320,0,Inherited male,0,North America
3565,2019,2019,1,1,0,5,2023,1,tim-sweeney,1168,2000,United States,1,3. Nontradable,49,NA,1680,0,Self-made male,0,North America
3566,2023,2023,1,1,0,1,2023,1,timm-oberwelland,1104,2700,Germany,0,5. Tradable,66.51573369,66.51573369,2700,0,Inherited male,0,Europe
3567,2014,2014,1,1,0,10,2023,1,timothy-boyle,1465,1100,United States,1,3. Nontradable,65,NA,858,0,Self-made male,0,North America
3568,2023,2023,1,1,0,1,2023,1,timothy-dunn,2133,1300,United States,1,1. Resource-related,68,NA,1300,0,Self-made male,0,North America
3569,2010,2010,1,1,0,14,2023,1,timothy-headington,488,2000,United States,0,1. Resource-related,60,NA,1440,0,Inherited male,1,North America
3570,2021,2021,1,1,0,3,2023,1,timothy-springer,1444,2200,United States,1,2. New Sector,73,NA,1936,0,Self-made male,0,North America
3571,2010,2010,1,1,0,2,2011,1,timur-kulibaev,880,1100,Kazakhstan,1,4. Financial,44,NA,792,0,Self-made male,1,Asia
3571,2013,2013,1,1,0,11,2023,2,timur-kulibaev,1107,1300,Kazakhstan,1,4. Financial,47,NA,1001,0,Self-made male,0,Asia
3572,2021,2021,1,1,0,3,2023,1,timur-turlov,1517,2100,Russia,1,4. Financial,34,NA,1848,0,Self-made male,0,Asia
3573,2018,2018,1,1,0,2,2019,1,tingdong-yang,1756,1300,China,1,5. Tradable,58,NA,1079,0,Self-made male,0,Asia
3573,2021,2021,1,1,0,3,2023,2,tingdong-yang,1750,1800,China,1,5. Tradable,61,NA,1584,0,Self-made male,0,Asia
3574,2010,2010,1,1,0,9,2018,1,tiong-hiew-king,937,1000,Malaysia,1,6. Diversified / Other,75,NA,720,0,Self-made male,1,Asia
3575,2018,2018,1,1,0,6,2023,1,tobi-lutke,1867,1200,Canada,1,2. New Sector,38,NA,996,0,Self-made male,0,North America
3576,2022,2022,1,1,0,2,2023,1,todd-boehly,637,4500,United States,1,4. Financial,49,NA,4275,0,Self-made male,0,North America
3577,2017,2017,1,1,0,7,2023,1,todd-christopher,973,2100,United States,1,3. Nontradable,55,NA,1701,0,Self-made male,0,North America
3578,2021,2021,0,0,0,2,2022,1,todd-mckinnon,1833,1700,United States,1,2. New Sector,50,NA,1496,0,Self-made male,0,North America
3579,2010,2010,1,1,0,14,2023,1,todd-wagner,828,1200,United States,1,3. Nontradable,50,NA,864,0,Self-made male,1,North America
3580,2020,2020,1,1,0,4,2023,1,todd-wanek,1851,1100,United States,0,5. Tradable,56,NA,946,0,Inherited male,0,North America
3581,2011,2011,0,1,1,8,2018,1,tom-benson,1140,1000,United States,1,3. Nontradable,84,NA,740,0,Self-made male,0,North America
3582,2023,2023,1,1,0,1,2023,1,tom-ford-1,1368,2200,United States,1,3. Nontradable,62,NA,2200,0,Self-made male,0,North America
3583,2010,2010,1,1,0,14,2023,1,tom-golisano,721,1400,United States,1,3. Nontradable,69,NA,1008,0,Self-made male,1,North America
3584,2010,2010,1,1,0,14,2023,1,tom-gores,437,2200,United States,1,4. Financial,46,NA,1584,0,Self-made male,1,North America
3585,2015,2015,1,1,0,9,2023,1,tom-morris,1118,1700,United Kingdom,1,3. Nontradable,61,NA,1326,0,Self-made male,0,Europe
3586,2015,2015,1,1,0,9,2023,1,tom-persson,603,3000,Sweden,0,3. Nontradable,30,NA,2340,0,Inherited male,0,Europe
3587,2019,2019,1,1,0,2,2020,1,tom-preston-werner,1818,1200,United States,1,2. New Sector,40,NA,1008,0,Self-made male,0,North America
3588,2022,2022,1,1,0,2,2023,1,tom-werner-1,1818,1600,United States,1,3. Nontradable,72,NA,1520,0,Self-made male,0,North America
3589,2018,2018,1,1,0,6,2023,1,tomas-olivo-lopez,1103,2200,Spain,1,4. Financial,44,NA,1826,0,Self-made male,0,Europe
3590,2018,2018,1,1,0,6,2023,1,tomasz-biernacki,1867,1200,Poland,1,3. Nontradable,45,NA,996,0,Self-made male,0,Europe
3591,2010,2010,0,0,0,13,2022,1,tong-jinquan,773,1300,China,1,4. Financial,56,NA,936,0,Self-made male,1,Asia
3592,2021,2021,1,1,0,1,2021,1,tong-judy-wenhong,2674,1000,China,1,2. New Sector,51,NA,880,1,Self-made female,0,Asia
3593,2015,2015,1,1,0,1,2015,1,tony-chen,1533,1200,Taiwan,1,2. New Sector,66,NA,936,0,Self-made male,0,Asia
3593,2017,2017,1,1,0,7,2023,2,tony-chen,973,2100,Taiwan,1,2. New Sector,68,NA,1701,0,Self-made male,0,Asia
3594,2020,2020,1,1,0,4,2023,1,tony-tamer,451,4000,United States,1,4. Financial,63,NA,3440,0,Self-made male,0,North America
3595,2013,2013,1,1,0,11,2023,1,tony-tan-caktiong,1031,1400,Philippines,1,5. Tradable,60,NA,1078,0,Self-made male,0,Asia
3596,2021,2021,0,0,0,2,2022,1,tony-xu,1111,2800,United States,1,2. New Sector,37,NA,2464,0,Self-made male,0,North America
3597,2021,2021,1,1,0,1,2021,1,tony-zhao,2524,1100,China,1,2. New Sector,50,NA,968,0,Self-made male,0,Asia
3598,2022,2022,1,1,0,2,2023,1,tope-awotona,2076,1400,United States,1,2. New Sector,41,NA,1330,0,Self-made male,0,North America
3599,2012,2012,1,1,0,4,2015,1,tor-peterson,521,2400,United States,1,1. Resource-related,48,NA,1824,0,Self-made male,0,North America
3599,2017,2017,1,1,0,7,2023,2,tor-peterson,1234,1700,United States,1,1. Resource-related,53,NA,1377,0,Self-made male,0,North America
3600,2014,2014,1,1,0,10,2023,1,torbjorn-tornqvist,663,2600,Sweden,1,1. Resource-related,61,NA,2028,0,Self-made male,0,Europe
3601,2017,2017,1,1,0,7,2023,1,torstein-hagen,1940,1000,Norway,1,3. Nontradable,74,NA,810,0,Self-made male,0,Europe
3602,2015,2015,1,1,0,9,2023,1,torsten-toeller,1118,1700,Germany,1,3. Nontradable,49,NA,1326,0,Self-made male,0,Europe
3603,2013,2013,1,1,0,3,2015,1,tory-burch,1342,1000,United States,1,3. Nontradable,47,NA,770,1,Self-made female,0,North America
3604,2019,2019,1,1,0,2,2020,1,toshio-motoya,1818,1200,Japan,1,3. Nontradable,76,NA,1008,0,Self-made male,0,Asia
3605,2023,2023,1,1,0,1,2023,1,toto-wolff,2540,1000,Austria,1,3. Nontradable,51,NA,1000,0,Self-made male,0,Europe
3606,2018,2018,1,1,0,6,2023,1,tran-ba-duong,1339,1800,Vietnam,1,5. Tradable,58,NA,1494,0,Self-made male,0,Asia
3607,2018,2018,1,1,0,1,2018,1,tran-dinh-long,1756,1300,Vietnam,1,5. Tradable,57,NA,1079,0,Self-made male,0,Asia
3607,2021,2021,1,1,0,3,2023,2,tran-dinh-long,1444,2200,Vietnam,1,5. Tradable,60,NA,1936,0,Self-made male,0,Asia
3608,2015,2015,0,0,1,8,2022,1,traudl-engelhorn,462,3700,Germany,0,2. New Sector,88,NA,2886,1,Inherited female,0,Europe
3609,2022,2022,1,1,0,2,2023,1,travis-boersma,913,3300,United States,1,5. Tradable,51,NA,3135,0,Self-made male,0,North America
3610,2015,2015,1,1,0,9,2023,1,travis-kalanick,283,5300,United States,1,2. New Sector,39,NA,4134,0,Self-made male,0,North America
3611,2020,2020,1,1,0,2,2021,1,trevor-milton,1851,1100,United States,1,5. Tradable,38,NA,946,0,Self-made male,0,North America
3612,2010,2010,1,1,0,14,2023,1,trevor-rees-jones,616,1600,United States,1,1. Resource-related,59,NA,1152,0,Self-made male,1,North America
3613,2015,2015,1,1,0,1,2015,1,trond-mohn,1741,1000,Norway,0,5. Tradable,72,NA,780,0,Inherited male,0,Europe
3614,2022,2022,1,1,0,2,2023,1,trudy-cathy-white,622,4600,United States,0,5. Tradable,67,NA,4370,1,Inherited female,0,North America
3615,2021,2021,1,1,0,1,2021,1,trudy-shan-dai,2524,1100,China,1,2. New Sector,45,NA,968,1,Self-made female,0,Asia
3616,2013,2013,1,1,0,9,2021,1,ts-kalyanaraman,1342,1000,India,1,3. Nontradable,66,NA,770,0,Self-made male,0,Asia
3617,2010,2010,1,1,0,2,2011,1,tsai-cheng-ta,582,1700,Taiwan,0,4. Financial,60,NA,1224,0,Inherited male,1,Asia
3617,2014,2014,1,1,0,10,2023,2,tsai-cheng-ta,988,1800,Taiwan,0,4. Financial,64,NA,1404,0,Inherited male,0,Asia
3618,2019,2019,1,1,0,1,2019,1,tsai-chi-jui,1818,1200,Taiwan,1,3. Nontradable,79,NA,1008,0,Self-made male,0,Asia
3618,2021,2021,1,1,0,1,2021,2,tsai-chi-jui,2674,1000,Taiwan,1,3. Nontradable,81,NA,880,0,Self-made male,0,Asia
3619,2010,2010,1,1,0,14,2023,1,tsai-eng-meng,197,4300,Taiwan,0,5. Tradable,53,NA,3096,0,Inherited male,1,Asia
3620,2010,2010,1,1,0,2,2011,1,tsai-hong-tu,582,1700,Taiwan,0,4. Financial,58,NA,1224,0,Inherited male,1,Asia
3620,2014,2014,1,1,0,10,2023,2,tsai-hong-tu,869,2000,Taiwan,0,4. Financial,62,NA,1560,0,Inherited male,0,Asia
3621,2010,2010,1,1,0,6,2015,1,tsai-ming-kai,616,1600,Taiwan,1,2. New Sector,60,NA,1152,0,Self-made male,1,Asia
3621,2017,2017,1,1,0,2,2018,2,tsai-ming-kai,1795,1100,Taiwan,1,2. New Sector,67,NA,891,0,Self-made male,0,Asia
3621,2021,2021,1,1,0,3,2023,3,tsai-ming-kai,1174,2700,Taiwan,1,2. New Sector,71,NA,2376,0,Self-made male,0,Asia
